RGPs	cluster	spot_id
NZ_CP060732.1_RGP_37	cluster_2513	spot_40
NZ_CP099857.1_RGP_36	cluster_2513	spot_40
NZ_CP096757.1_RGP_35	cluster_2513	spot_40
NZ_CP096768.1_RGP_35	cluster_2513	spot_40
NZ_JAKOKJ010000025.1_RGP_0	cluster_11613	No spot
NZ_CP179699.1_RGP_5	cluster_8478	spot_31
NZ_JADVKM010000043.1_RGP_0	cluster_15302	No spot
NZ_JAPYKX010000014.1_RGP_0	cluster_15302	No spot
NZ_JBFMNC010000050.1_RGP_0	cluster_15302	No spot
NZ_CAUZHW010000023.1_RGP_0	cluster_15302	No spot
NZ_CP103338.1_RGP_29	cluster_2514	spot_134
NZ_JBFMWF010000017.1_RGP_0	cluster_2515	spot_75
NZ_JANEXY010000105.1_RGP_0	cluster_2516	No spot
NZ_JARBXK010000066.1_RGP_0	cluster_10160	No spot
NZ_JAXOSA010000005.1_RGP_0	cluster_2290	spot_33
NZ_NGDS01000115.1_RGP_0	cluster_2517	No spot
NZ_UFKC01000116.1_RGP_0	cluster_2517	No spot
NZ_JAKSXE010000024.1_RGP_0	cluster_2517	No spot
NZ_JBDGGO010000063.1_RGP_0	cluster_2518	No spot
NZ_JAYWXV010000008.1_RGP_1	cluster_2519	spot_36
NZ_CAXYPT010000003.1_RGP_13	cluster_2519	spot_36
NZ_JAYWYO010000007.1_RGP_1	cluster_2519	spot_36
NZ_JACXLE010000008.1_RGP_1	cluster_2519	spot_36
NZ_JARVYL010000009.1_RGP_1	cluster_2519	spot_36
NZ_JAPCWR010000061.1_RGP_0	cluster_518	No spot
NZ_JAKRBR010000040.1_RGP_0	cluster_5992	No spot
NZ_JBDGHJ010000037.1_RGP_0	cluster_2520	No spot
NZ_VHGC01000078.1_RGP_0	cluster_1672	No spot
NZ_CAJHHS010000019.1_RGP_0	cluster_14179	No spot
NZ_JASKIF010000035.1_RGP_0	cluster_14179	No spot
NZ_CP131903.1_RGP_6	cluster_3177	spot_31
NZ_CP179699.1_RGP_25	cluster_8943	spot_23
NZ_JASUYC010000001.1_RGP_26	cluster_8943	spot_23
NZ_JASUYJ010000001.1_RGP_25	cluster_8943	spot_23
NZ_PRKC01000060.1_RGP_0	cluster_5316	No spot
NZ_JBBOMQ010000043.1_RGP_0	cluster_5316	No spot
NZ_JAQQNY010000037.1_RGP_0	cluster_5316	No spot
NZ_JASNXG010000053.1_RGP_0	cluster_5316	No spot
NZ_UCTJ02000024.1_RGP_0	cluster_2521	spot_35
NZ_CP017152.1_RGP_38	cluster_9409	spot_27
NZ_JAKTIK010000062.1_RGP_0	cluster_3177	No spot
NZ_JAXOSU010000035.1_RGP_0	cluster_3177	No spot
NZ_JALKUL010000056.1_RGP_0	cluster_3177	No spot
NZ_JARTXQ010000092.1_RGP_0	cluster_3177	No spot
NZ_JBAIUJ010000063.1_RGP_0	cluster_3177	No spot
NZ_QOQX01000010.1_RGP_1	cluster_2522	No spot
NZ_PGMI01000030.1_RGP_0	cluster_2522	No spot
NZ_JBITAL010000024.1_RGP_0	cluster_2522	No spot
NZ_LYKQ01000046.1_RGP_0	cluster_2522	No spot
NZ_JAESHD010000164.1_RGP_0	cluster_115	No spot
NZ_NGHM01000024.1_RGP_0	cluster_13362	No spot
NZ_RZNI01000001.1_RGP_0	cluster_9768	spot_33
NZ_JBEADT010000083.1_RGP_0	cluster_13041	No spot
NZ_CP091345.1_RGP_23	cluster_2523	spot_174
NZ_AP031578.1_RGP_28	cluster_2523	spot_174
NZ_CP144255.1_RGP_5	cluster_10560	spot_48
NZ_CAUZCA010000037.1_RGP_0	cluster_13851	No spot
NZ_BKDE01000072.1_RGP_0	cluster_13851	No spot
NZ_JAYXAJ010000019.1_RGP_0	cluster_13851	No spot
NZ_JADVLQ010000003.1_RGP_2	cluster_11281	spot_39
NZ_JFEQ01000002.1_RGP_3	cluster_11281	spot_39
NZ_JAWVAV010000009.1_RGP_1	cluster_11281	spot_39
NZ_JFDR01000009.1_RGP_2	cluster_11281	spot_39
NZ_JSDA01000047.1_RGP_3	cluster_11281	spot_39
NZ_CP065432.1_RGP_34	cluster_11281	spot_39
NZ_CAUZGN010000002.1_RGP_3	cluster_11281	spot_39
NZ_JBJLVJ010000001.1_RGP_3	cluster_11281	spot_39
NZ_JARVYX010000002.1_RGP_3	cluster_11281	spot_39
NZ_RFBU01000004.1_RGP_3	cluster_11281	spot_39
NZ_CP087331.1_RGP_36	cluster_11281	spot_39
NZ_JBEADT010000060.1_RGP_0	cluster_2524	No spot
NZ_JASGXF010000108.1_RGP_0	cluster_2524	No spot
NZ_CP091345.1_RGP_15	cluster_2225	spot_305
NZ_JBDGGO010000140.1_RGP_0	cluster_9549	No spot
NZ_JAKOKJ010000005.1_RGP_0	cluster_14995	No spot
NZ_JAWVAV010000044.1_RGP_0	cluster_14995	No spot
NZ_AMTB01000020.1_RGP_0	cluster_14995	No spot
NZ_JBJLVJ010000043.1_RGP_0	cluster_14995	No spot
NZ_AP031578.1_RGP_3	cluster_14516	spot_17
NZ_JADVMI010000001.1_RGP_3	cluster_14516	spot_17
NZ_JAWNZA010000001.1_RGP_3	cluster_14516	spot_17
NZ_CP157866.1_RGP_4	cluster_14516	spot_17
NZ_JAJTJI010000001.1_RGP_4	cluster_14516	spot_17
NZ_CP175876.1_RGP_4	cluster_14516	spot_17
NZ_CP026711.1_RGP_15	cluster_13041	spot_26
NZ_VAGF01000025.1_RGP_0	cluster_9031	No spot
NZ_CP009257.1_RGP_38	cluster_2525	spot_10
NZ_LYKQ01000058.1_RGP_0	cluster_8972	spot_57
NZ_JAKOKJ010000032.1_RGP_0	cluster_2526	No spot
NZ_JANEXY010000088.1_RGP_0	cluster_2231	No spot
NZ_JAUNZU010000006.1_RGP_0	cluster_2527	No spot
NZ_LZBF01000018.1_RGP_2	cluster_2528	No spot
NZ_JAXOSA010000004.1_RGP_0	cluster_2529	spot_2
NZ_JFEU01000047.1_RGP_0	cluster_2530	No spot
NZ_JBDGGO010000048.1_RGP_0	cluster_2531	No spot
NZ_CP179700.1_RGP_0	cluster_7623	No spot
NZ_JAJHZR010000010.1_RGP_0	cluster_7623	No spot
NZ_CAXYPT010000003.1_RGP_2	cluster_2532	spot_19
NZ_JACDYW010000026.1_RGP_0	cluster_2533	No spot
NZ_JABLWB010000026.1_RGP_0	cluster_2533	No spot
NZ_JAKRBR010000012.1_RGP_0	cluster_13041	spot_26
NZ_CP131905.1_RGP_0	cluster_2534	No spot
NZ_JFEU01000044.1_RGP_0	cluster_10285	No spot
NZ_JBDGGO010000039.1_RGP_0	cluster_2535	No spot
NZ_CP144255.1_RGP_10	cluster_2536	spot_292
NZ_JAWCUG010000058.1_RGP_0	cluster_115	spot_33
NZ_JAAOSX010000012.1_RGP_0	cluster_115	spot_33
NZ_JAAEGW010000002.1_RGP_1	cluster_115	spot_33
NZ_CP195705.1_RGP_14	cluster_115	spot_33
NZ_AP031578.1_RGP_16	cluster_115	spot_33
NZ_CAXYPT010000003.1_RGP_3	cluster_2537	spot_17
NZ_JARXLG010000001.1_RGP_2	cluster_7328	spot_7
NZ_JANFMT010000067.1_RGP_0	cluster_14815	No spot
NZ_UCTJ02000003.1_RGP_1	cluster_2410	No spot
NZ_CAUZJJ010000012.1_RGP_1	cluster_2410	No spot
NZ_LLCS01000090.1_RGP_0	cluster_2538	No spot
NZ_JASBHI010000004.1_RGP_1	cluster_10023	spot_9
NZ_JAXOQJ010000008.1_RGP_0	cluster_10023	spot_9
NZ_JAXOQU010000006.1_RGP_0	cluster_10023	spot_9
NZ_JBFBVE010000001.1_RGP_5	cluster_10023	spot_9
NZ_RDOH01000001.1_RGP_4	cluster_10023	spot_9
NZ_UFOA01000002.1_RGP_4	cluster_10023	spot_9
NZ_JAXORM010000003.1_RGP_1	cluster_10023	spot_9
NZ_JACSHM010000033.1_RGP_2	cluster_10023	spot_9
NZ_JAUEOK010000137.1_RGP_0	cluster_10023	No spot
NZ_CP017152.1_RGP_29	cluster_8578	spot_37
NZ_CP020586.1_RGP_27	cluster_8578	spot_37
NZ_JAKTIK010000051.1_RGP_0	cluster_11191	No spot
NZ_QOQX01000001.1_RGP_1	cluster_4582	spot_4
NZ_JAHIBY010000008.1_RGP_1	cluster_4582	spot_4
NZ_JAESHD010000133.1_RGP_0	cluster_1337	No spot
NZ_JAHKDM010000099.1_RGP_0	cluster_1337	No spot
NZ_NGII01000016.1_RGP_2	cluster_4313	spot_14
NZ_JAUEMN010000085.1_RGP_0	cluster_2539	No spot
NZ_LFHC01000011.1_RGP_0	cluster_2539	No spot
NZ_JBEADT010000096.1_RGP_0	cluster_2540	No spot
NZ_CP144255.1_RGP_2	cluster_13362	spot_7
NZ_CP175878.1_RGP_1	cluster_13362	spot_7
NZ_CAXYPT010000003.1_RGP_4	cluster_931	spot_31
NZ_CP041035.1_RGP_4	cluster_1035	spot_67
NZ_JBEADT010000066.1_RGP_0	cluster_2541	No spot
NZ_JFEU01000038.1_RGP_0	cluster_2542	No spot
NZ_JARXLG010000003.1_RGP_0	cluster_2539	No spot
NZ_CP175805.1_RGP_0	cluster_2539	No spot
NZ_CP144241.1_RGP_0	cluster_2539	No spot
NZ_CP144256.1_RGP_0	cluster_2539	No spot
NZ_UFOT01000056.1_RGP_0	cluster_2539	No spot
NZ_CP157867.1_RGP_0	cluster_2539	No spot
NZ_CP174093.1_RGP_0	cluster_2539	No spot
NZ_JADVMI010000002.1_RGP_0	cluster_2539	No spot
NZ_CP188277.1_RGP_0	cluster_2539	No spot
NZ_UFOX01000057.1_RGP_0	cluster_2539	No spot
NZ_CP096758.1_RGP_0	cluster_2539	No spot
NZ_JAJTJI010000002.1_RGP_0	cluster_2539	No spot
NZ_CP077845.1_RGP_0	cluster_2539	No spot
NZ_JBDNEF010000058.1_RGP_0	cluster_9394	No spot
NZ_CP016300.1_RGP_7	cluster_3177	spot_31
NZ_JBEADT010000035.1_RGP_0	cluster_2543	No spot
NZ_JFEU01000022.1_RGP_0	cluster_1949	No spot
NZ_JBDGGO010000061.1_RGP_0	cluster_2544	No spot
NZ_LZXN01000037.1_RGP_0	cluster_2545	No spot
NZ_LZTQ01000040.1_RGP_0	cluster_2545	No spot
NZ_JZIX02000043.1_RGP_0	cluster_2545	No spot
NZ_CP103338.1_RGP_15	cluster_14	spot_3
NZ_CP020590.1_RGP_17	cluster_14	spot_3
NZ_JBPAMO010000001.1_RGP_15	cluster_14	spot_3
NZ_CP033768.1_RGP_13	cluster_14	spot_3
NZ_JBPALP010000001.1_RGP_15	cluster_14	spot_3
NZ_KB849477.1_RGP_1	cluster_14	spot_3
NZ_CP051862.1_RGP_18	cluster_14	spot_3
NZ_JAEPVX010000001.1_RGP_17	cluster_14	spot_3
NZ_CP132915.1_RGP_16	cluster_14	spot_3
NZ_CP018332.1_RGP_13	cluster_14	spot_3
NZ_LZBF01000012.1_RGP_0	cluster_12135	No spot
NZ_JBEADT010000029.1_RGP_0	cluster_2546	No spot
NZ_JFEU01000014.1_RGP_0	cluster_10471	No spot
NZ_BKDG01000016.1_RGP_0	cluster_10471	No spot
NZ_JBDGGO010000050.1_RGP_0	cluster_2547	No spot
NZ_LZXN01000036.1_RGP_0	cluster_776	No spot
NZ_JARXLG010000001.1_RGP_7	cluster_14720	spot_0
NZ_JASGXI010000091.1_RGP_0	cluster_2548	No spot
NZ_VHGC01000062.1_RGP_0	cluster_2549	No spot
NZ_JBEADT010000028.1_RGP_0	cluster_2550	No spot
NZ_JBDGGO010000033.1_RGP_0	cluster_5992	No spot
NZ_CP096818.1_RGP_3	cluster_14516	spot_55
NZ_PRKC01000027.1_RGP_0	cluster_10560	No spot
NZ_CP096690.1_RGP_2	cluster_11904	spot_17
NZ_CP017152.1_RGP_23	cluster_4313	spot_14
NZ_CP134548.1_RGP_4	cluster_2551	spot_48
NZ_QOQX01000044.1_RGP_0	cluster_897	No spot
NZ_JAESHD010000118.1_RGP_0	cluster_2552	No spot
NZ_NGHM01000053.1_RGP_0	cluster_5427	spot_81
NZ_JAUEMN010000092.1_RGP_0	cluster_6277	No spot
NZ_MSMH01000374.1_RGP_0	cluster_6277	No spot
NZ_JBPSAU010000213.1_RGP_0	cluster_6277	No spot
NZ_JBDGGO010000142.1_RGP_0	cluster_2553	No spot
NZ_CP144255.1_RGP_7	cluster_14720	spot_291
NZ_AP031578.1_RGP_5	cluster_2554	spot_78
NZ_CAXYPT010000003.1_RGP_7	cluster_2567	spot_69
NZ_JASGXI010000040.1_RGP_0	cluster_2528	spot_21
NZ_LZXN01000095.1_RGP_0	cluster_14720	spot_0
NZ_AMGS01000023.1_RGP_0	cluster_10560	No spot
NZ_PRFN01000042.1_RGP_0	cluster_10560	No spot
NZ_JBHYST010000034.1_RGP_0	cluster_10560	No spot
NZ_CP041035.1_RGP_0	cluster_13952	spot_11
NZ_JBEADT010000002.1_RGP_1	cluster_2555	No spot
NZ_JFEU01000003.1_RGP_3	cluster_2556	No spot
NZ_JBDGGO010000122.1_RGP_0	cluster_919	No spot
NZ_JEXN01000002.1_RGP_0	cluster_919	No spot
NZ_NGJA01000113.1_RGP_0	cluster_919	No spot
NZ_CP179699.1_RGP_20	cluster_3599	spot_166
NZ_LLCO01000004.1_RGP_0	cluster_2557	No spot
NZ_JAVVDE010000070.1_RGP_0	cluster_1283	No spot
NZ_VMAW01000006.1_RGP_0	cluster_1210	spot_1
NZ_JACDYN010000034.1_RGP_0	cluster_2558	No spot
NZ_JACDYI010000040.1_RGP_0	cluster_2558	No spot
NZ_JAIEWC010000074.1_RGP_0	cluster_2558	No spot
NZ_CP009257.1_RGP_21	cluster_8980	spot_2
NZ_LYKQ01000042.1_RGP_1	cluster_4313	spot_14
NZ_JBEADT010000003.1_RGP_0	cluster_2559	No spot
NZ_JABJRE010000063.1_RGP_0	cluster_2559	No spot
NZ_JBDGGO010000077.1_RGP_0	cluster_10471	No spot
NZ_JASGXI010000018.1_RGP_0	cluster_2560	No spot
NZ_CP103338.1_RGP_10	cluster_5531	spot_18
NZ_LZXW01000053.1_RGP_0	cluster_4191	No spot
NZ_NCXZ01000032.1_RGP_0	cluster_4191	No spot
NZ_NDAK01000088.1_RGP_0	cluster_4191	No spot
NZ_JANEXY010000099.1_RGP_0	cluster_2561	No spot
NZ_QKWF01000067.1_RGP_0	cluster_2561	No spot
NZ_JANBMR010000013.1_RGP_0	cluster_2561	No spot
NZ_JAUNZU010000040.1_RGP_0	cluster_15108	No spot
NZ_VHEL01000088.1_RGP_0	cluster_2562	No spot
NZ_CP144563.1_RGP_17	cluster_2787	spot_36
NZ_JFEU01000049.1_RGP_0	cluster_776	No spot
NZ_JBDGGO010000023.1_RGP_0	cluster_2563	No spot
NZ_PGMI01000026.1_RGP_2	cluster_6277	spot_19
NZ_CP087340.1_RGP_16	cluster_6277	spot_19
NZ_JBITAL010000017.1_RGP_0	cluster_6277	spot_19
NZ_CP134555.1_RGP_18	cluster_6277	spot_19
NZ_JABJRO010000029.1_RGP_0	cluster_6277	spot_19
NZ_QFCB01000011.1_RGP_1	cluster_6277	spot_19
NZ_KB849921.1_RGP_10	cluster_6277	spot_19
NZ_CP179699.1_RGP_4	cluster_14516	spot_17
NZ_JASGXI010000012.1_RGP_0	cluster_2564	spot_73
NZ_VHGC01000059.1_RGP_0	cluster_1913	No spot
NZ_JEWY01000002.1_RGP_1	cluster_110	spot_22
NZ_JBDGFN010000045.1_RGP_0	cluster_59	No spot
NZ_JBQAVF010000004.1_RGP_0	cluster_59	No spot
NZ_JBQAUL010000017.1_RGP_0	cluster_59	No spot
NZ_CAJHHS010000006.1_RGP_0	cluster_59	No spot
NZ_JBHYCI010000021.1_RGP_0	cluster_59	No spot
NZ_JBQAUF010000030.1_RGP_0	cluster_59	No spot
NZ_JFEU01000045.1_RGP_0	cluster_2565	No spot
NZ_JBDGGO010000022.1_RGP_0	cluster_2566	spot_117
NZ_CAXYPT010000003.1_RGP_12	cluster_5749	No spot
NZ_JARXLG010000001.1_RGP_0	cluster_8757	spot_11
NZ_JANFMT010000038.1_RGP_0	cluster_14364	No spot
NZ_JBAJKR010000064.1_RGP_0	cluster_14364	No spot
NZ_RXLU01000050.1_RGP_0	cluster_14364	No spot
NZ_JBPSBV010000019.1_RGP_0	cluster_14364	No spot
NZ_RFEE01000043.1_RGP_0	cluster_14364	No spot
NZ_JARVYU010000028.1_RGP_0	cluster_14364	No spot
NZ_JBAITS010000031.1_RGP_0	cluster_14364	No spot
NZ_JASGYA010000090.1_RGP_0	cluster_14364	No spot
NZ_JARTXQ010000089.1_RGP_0	cluster_14364	No spot
NZ_JASNXR010000045.1_RGP_0	cluster_14364	No spot
NZ_JBAIUE010000041.1_RGP_0	cluster_14364	No spot
NZ_JBJOWN010000008.1_RGP_0	cluster_14364	No spot
NZ_JAERPP010000031.1_RGP_0	cluster_14364	No spot
NZ_JAVLRJ010000040.1_RGP_0	cluster_14364	No spot
NZ_JBMEUP010000078.1_RGP_0	cluster_14364	No spot
NZ_PRKC01000023.1_RGP_0	cluster_14815	No spot
NZ_JASNXG010000025.1_RGP_0	cluster_14815	No spot
NZ_PRFN01000022.1_RGP_0	cluster_14815	No spot
NZ_UCTJ02000031.1_RGP_1	cluster_2567	spot_69
NZ_LLCS01000082.1_RGP_1	cluster_2568	No spot
NZ_LLDV01000097.1_RGP_1	cluster_2568	No spot
NZ_QOQX01000024.1_RGP_0	cluster_7680	No spot
NZ_JBPSAU010000067.1_RGP_0	cluster_9619	No spot
NZ_NGII01000002.1_RGP_0	cluster_3475	No spot
NZ_JBDGGO010000179.1_RGP_0	cluster_2569	No spot
NZ_PGMI01000003.1_RGP_0	cluster_12530	No spot
NZ_JBAIUC010000086.1_RGP_0	cluster_12530	No spot
NZ_JABJRE010000049.1_RGP_0	cluster_12530	No spot
NZ_QOQX01000043.1_RGP_0	cluster_12530	No spot
NZ_JBAIUJ010000076.1_RGP_0	cluster_12530	No spot
NZ_QFCB01000017.1_RGP_0	cluster_12530	No spot
NZ_JANBNB010000062.1_RGP_0	cluster_12530	No spot
NZ_CP101653.1_RGP_5	cluster_2570	spot_76
NZ_CAXYPT010000003.1_RGP_0	cluster_14566	No spot
NZ_JARXLG010000002.1_RGP_0	cluster_10818	No spot
NZ_JASGXI010000062.1_RGP_0	cluster_2571	No spot
NZ_JFEU01000016.1_RGP_1	cluster_2914	No spot
NZ_VMAW01000005.1_RGP_0	cluster_7328	spot_7
NZ_JACDYN010000033.1_RGP_0	cluster_10127	No spot
NZ_VAGF01000012.1_RGP_0	cluster_115	No spot
NZ_NIWM01000015.1_RGP_0	cluster_115	No spot
NZ_CP009257.1_RGP_13	cluster_12326	spot_33
NZ_LYKQ01000030.1_RGP_0	cluster_115	No spot
NZ_CP179699.1_RGP_17	cluster_533	spot_165
NZ_CAXYPT010000003.1_RGP_24	cluster_4313	spot_14
NZ_NQXR01000009.1_RGP_2	cluster_4313	spot_14
NZ_UFMF01000008.1_RGP_2	cluster_4313	spot_14
NZ_JBMBVR010000007.1_RGP_2	cluster_4313	spot_14
NZ_JBNPPH010000002.1_RGP_7	cluster_2572	No spot
NZ_CP103338.1_RGP_2	cluster_2573	spot_48
NZ_JANEXY010000089.1_RGP_0	cluster_2574	No spot
NZ_JAHUQC010000089.1_RGP_0	cluster_2574	No spot
NZ_UFIT01000053.1_RGP_0	cluster_2574	No spot
NZ_QXOX01000053.1_RGP_0	cluster_2574	No spot
NZ_MSNP01000001.1_RGP_1	cluster_8578	No spot
NZ_LZTQ01000111.1_RGP_0	cluster_8578	No spot
NZ_NGJF01000054.1_RGP_2	cluster_8578	No spot
NZ_LZXN01000039.1_RGP_0	cluster_8578	No spot
NZ_NCZV01000044.1_RGP_2	cluster_8578	No spot
NZ_JBAGBS010000056.1_RGP_0	cluster_8578	No spot
NZ_JASGXI010000028.1_RGP_0	cluster_2575	No spot
NZ_WYAO01000036.1_RGP_0	cluster_7623	No spot
NZ_CP116389.1_RGP_0	cluster_7623	No spot
NZ_JBNPPH010000003.1_RGP_0	cluster_7623	No spot
NZ_CP161994.1_RGP_0	cluster_7623	No spot
NZ_JASUYJ010000002.1_RGP_0	cluster_7623	No spot
NZ_JAKRBR010000061.1_RGP_0	cluster_2576	No spot
NZ_VHGC01000044.1_RGP_0	cluster_2577	No spot
NZ_CAJHHS010000004.1_RGP_1	cluster_1949	No spot
NZ_JBQAUL010000001.1_RGP_2	cluster_1949	No spot
NZ_JBQAVF010000003.1_RGP_1	cluster_1949	No spot
NZ_JBQAUF010000004.1_RGP_1	cluster_1949	No spot
NZ_CP131903.1_RGP_18	cluster_11159	spot_2
NZ_JFEU01000030.1_RGP_0	cluster_2578	No spot
NZ_CP179699.1_RGP_1	cluster_7731	spot_1
NZ_JASGXI010000026.1_RGP_0	cluster_2579	No spot
NZ_JBNPPH010000002.1_RGP_40	cluster_2580	spot_174
NZ_JBKAHC010000001.1_RGP_42	cluster_2580	spot_174
NZ_UFRX01000001.1_RGP_32	cluster_2580	spot_174
NZ_JASBHI010000036.1_RGP_0	cluster_2581	No spot
NZ_CP017152.1_RGP_7	cluster_7828	spot_76
NZ_QOQX01000018.1_RGP_1	cluster_2582	No spot
NZ_LLCU01000114.1_RGP_1	cluster_2582	No spot
NZ_JBAIUC010000048.1_RGP_1	cluster_2582	No spot
NZ_NGHM01000059.1_RGP_0	cluster_7658	No spot
NZ_JAPWJR010000038.1_RGP_0	cluster_7658	No spot
NZ_NGII01000014.1_RGP_0	cluster_2583	No spot
NZ_JAUEMN010000080.1_RGP_0	cluster_2584	No spot
NZ_PGMI01000028.1_RGP_0	cluster_3475	No spot
NZ_JARXLG010000001.1_RGP_1	cluster_7731	spot_1
NZ_JAPCWR010000106.1_RGP_0	cluster_2585	No spot
NZ_WJHN01000022.1_RGP_0	cluster_2586	No spot
NZ_AMGS01000017.1_RGP_0	cluster_2587	No spot
NZ_CP065432.1_RGP_3	cluster_7731	spot_48
NZ_JAIGYK010000009.1_RGP_1	cluster_2528	spot_21
NZ_RKJG01000005.1_RGP_20	cluster_2528	spot_21
NZ_JAIEWB010000001.1_RGP_1	cluster_2528	spot_21
NZ_JAXOAG010000008.1_RGP_1	cluster_2528	spot_21
NZ_JAFMOJ020000001.1_RGP_3	cluster_2528	spot_21
NZ_JARCVO010000016.1_RGP_0	cluster_2528	spot_21
NZ_JAMGEQ010000001.1_RGP_16	cluster_2528	spot_21
NZ_JABLVD010000042.1_RGP_0	cluster_2528	No spot
NZ_JAMJWT010000001.1_RGP_5	cluster_2528	spot_21
NZ_JAXOFV010000001.1_RGP_18	cluster_2528	spot_21
NZ_JACDYH010000004.1_RGP_1	cluster_2528	spot_21
NZ_JABLWI010000007.1_RGP_1	cluster_2528	spot_21
NZ_CP048849.1_RGP_18	cluster_2528	spot_21
NZ_CP048131.1_RGP_17	cluster_2528	spot_21
NZ_NQXQ01000001.1_RGP_2	cluster_2528	spot_21
NZ_CP027530.1_RGP_16	cluster_2528	spot_21
NZ_CP151688.1_RGP_16	cluster_2528	spot_21
NZ_JAYWZB010000006.1_RGP_1	cluster_2528	spot_21
NZ_JAMJWK010000001.1_RGP_17	cluster_2528	spot_21
NZ_JAEPWB010000001.1_RGP_17	cluster_2528	spot_21
NZ_CP142393.1_RGP_16	cluster_2528	spot_21
NZ_JABLVQ010000003.1_RGP_1	cluster_2528	spot_21
NZ_CP050385.1_RGP_22	cluster_2528	spot_21
NZ_CP181857.1_RGP_16	cluster_2528	spot_21
NZ_CP151697.1_RGP_12	cluster_2528	spot_21
NZ_CP161995.1_RGP_4	cluster_2588	spot_63
NZ_JFEU01000018.1_RGP_0	cluster_5278	spot_61
NZ_CP116387.1_RGP_8	cluster_5278	spot_61
NZ_UCRP02000051.1_RGP_0	cluster_5278	spot_61
NZ_JBDGGE010000001.1_RGP_0	cluster_5278	spot_61
NZ_CP101653.1_RGP_0	cluster_8757	spot_11
NZ_JARXLG010000001.1_RGP_38	cluster_11445	spot_162
NZ_CP179883.1_RGP_36	cluster_11445	spot_332
NZ_UFKU01000001.1_RGP_2	cluster_3599	spot_317
NZ_LYNI01000077.1_RGP_0	cluster_3599	No spot
NZ_UFJH01000003.1_RGP_0	cluster_3599	spot_227
NZ_CP009257.1_RGP_5	cluster_931	spot_31
NZ_LYKQ01000111.1_RGP_2	cluster_3789	spot_95
NZ_JAKSWX010000079.1_RGP_1	cluster_3789	spot_95
NZ_PGMI01000061.1_RGP_0	cluster_2589	No spot
NZ_JBNPPH010000002.1_RGP_9	cluster_2590	No spot
NZ_JARBXK010000110.1_RGP_0	cluster_2591	No spot
NZ_CP144563.1_RGP_1	cluster_7328	spot_7
NZ_JFEU01000011.1_RGP_2	cluster_2592	spot_14
NZ_CP026761.1_RGP_22	cluster_2592	spot_14
NZ_KB849250.1_RGP_16	cluster_2592	spot_14
NZ_NCXZ01000011.1_RGP_2	cluster_2592	spot_14
NZ_PGMI01000008.1_RGP_0	cluster_9191	No spot
NZ_JAVIEQ010000055.1_RGP_0	cluster_9191	No spot
NZ_JASGXI010000061.1_RGP_0	cluster_6151	No spot
NZ_NGHR01000056.1_RGP_0	cluster_6151	No spot
NZ_JBDGHJ010000018.1_RGP_0	cluster_2593	No spot
NZ_VHGC01000039.1_RGP_1	cluster_2594	No spot
NZ_JFEU01000008.1_RGP_0	cluster_13952	No spot
NZ_CP101653.1_RGP_15	cluster_2871	spot_31
NZ_CAXYPT010000003.1_RGP_14	cluster_2595	spot_47
NZ_CP134579.1_RGP_34	cluster_2596	spot_9
NZ_JAVIEQ010000008.1_RGP_0	cluster_2596	spot_9
NZ_CP134555.1_RGP_30	cluster_2596	spot_9
NZ_PGMI01000012.1_RGP_2	cluster_2596	spot_9
NZ_LYKQ01000028.1_RGP_2	cluster_2596	spot_9
NZ_KB849921.1_RGP_23	cluster_2596	spot_9
NZ_CP087340.1_RGP_31	cluster_2596	spot_9
NZ_QFCB01000006.1_RGP_3	cluster_2596	spot_9
NZ_JABJRO010000002.1_RGP_2	cluster_2596	spot_9
NZ_JANFMT010000007.1_RGP_0	cluster_13362	No spot
NZ_NCZV01000017.1_RGP_0	cluster_15974	No spot
NZ_NGJF01000024.1_RGP_0	cluster_15974	No spot
NZ_LZXN01000057.1_RGP_0	cluster_15974	No spot
NZ_LZTS01000092.1_RGP_0	cluster_15974	No spot
NZ_MSNP01000032.1_RGP_0	cluster_15974	No spot
NZ_JBIMLJ010000045.1_RGP_0	cluster_15974	No spot
NZ_LZBW01000053.1_RGP_0	cluster_15974	No spot
NZ_JMOL01000027.1_RGP_0	cluster_15974	No spot
NZ_JASGXI010000074.1_RGP_0	cluster_2597	No spot
NZ_UCTJ02000027.1_RGP_1	cluster_2914	spot_8
NZ_JAKTIK010000018.1_RGP_0	cluster_11066	No spot
NZ_CP134548.1_RGP_17	cluster_2598	spot_5
NZ_NCXY01000027.1_RGP_3	cluster_2598	spot_5
NZ_NGHM01000022.1_RGP_0	cluster_2599	No spot
NZ_NGII01000007.1_RGP_1	cluster_5812	No spot
NZ_JAUEMN010000087.1_RGP_0	cluster_14815	No spot
NZ_JAAOSX010000028.1_RGP_0	cluster_14815	No spot
NZ_SMUK01000092.1_RGP_0	cluster_14815	No spot
NZ_JBDGGO010000181.1_RGP_0	cluster_931	No spot
NZ_CP101653.1_RGP_7	cluster_12106	spot_9
NZ_JBNPPH010000002.1_RGP_10	cluster_12106	spot_9
NZ_CP179699.1_RGP_6	cluster_2600	spot_48
NZ_CAXYPT010000003.1_RGP_1	cluster_12607	spot_7
NZ_JARXLG010000001.1_RGP_6	cluster_2601	spot_76
NZ_JASGXI010000005.1_RGP_0	cluster_2602	No spot
NZ_JBIMCR010000025.1_RGP_0	cluster_2603	No spot
NZ_CP161995.1_RGP_9	cluster_2604	spot_17
